date_game,team,ml_odds
2022-04-16,CGY,-460
2022-04-16,NJD,115
2022-04-16,SEA,-135
2022-04-16,CBJ,165
2022-04-16,LAK,-195
2022-04-17,FLA,-305
2022-04-17,DET,245
2022-04-17,BUF,100
2022-04-17,PHI,-120
2022-04-17,SJS,205
2022-04-17,MIN,-255
2022-04-17,STL,-120
2022-04-17,NSH,100
2022-04-17,NYI,165
2022-04-17,TOR,-195
2022-04-17,CBJ,120
2022-04-17,ANA,-140
2022-04-18,CGY,-280
2022-04-18,CHI,230
2022-04-18,WSH,165
2022-04-18,COL,-195
2022-04-18,NJD,260
2022-04-18,VGK,-320
2022-04-18,CAR,-355
2022-04-18,ARI,285
2022-04-18,OTT,105
2022-04-18,SEA,-125
2022-04-18,DAL,-115
2022-04-18,VAN,-105
2022-04-19,PHI,335
2022-04-19,TOR,-435
2022-04-19,WPG,170
2022-04-19,NYR,-200
2022-04-19,MIN,-270
2022-04-19,MTL,220
2022-04-19,DET,380
2022-04-19,TBL,-510
2022-04-19,FLA,-195
2022-04-19,NYI,165
2022-04-19,BOS,115
2022-04-19,STL,-135
2022-04-19,CGY,-140
2022-04-19,NSH,120
2022-04-19,LAK,-170
2022-04-19,ANA,145
2022-04-19,OTT,200
2022-04-19,VAN,-250
2022-04-19,CBJ,110
2022-04-19,SJS,-130
2022-04-20,DAL,135
2022-04-20,EDM,-160
2022-04-20,CHI,-160
2022-04-20,ARI,135
2022-04-20,WSH,110
2022-04-20,VGK,-130
2022-04-20,COL,-355
2022-04-20,SEA,285
2022-04-21,DET,455
2022-04-21,FLA,-610
2022-04-21,BUF,110
2022-04-21,NJD,-130
2022-04-21,PHI,115
2022-04-21,MTL,-135
2022-04-21,BOS,105
2022-04-21,PIT,-125
2022-04-21,WPG,205
2022-04-21,CAR,-255
2022-04-21,NYR,-130
2022-04-21,NYI,110
2022-04-21,TOR,-105
2022-04-21,TBL,-115
2022-04-21,VAN,145
2022-04-21,MIN,-170
2022-04-21,DAL,185
2022-04-21,CGY,-225
2022-04-21,CHI,195
2022-04-21,LAK,-245
2022-04-21,STL,-195
2022-04-21,SJS,165
2022-04-22,OTT,110
2022-04-22,CBJ,-130
2022-04-22,SEA,235
2022-04-22,MIN,-290
2022-04-22,COL,-115
2022-04-22,EDM,-105
2022-04-22,WSH,-390
2022-04-22,ARI,305
2022-04-23,PIT,-290
2022-04-23,DET,235
2022-04-23,CAR,-245
2022-04-23,NJD,195
2022-04-23,NYI,-150
2022-04-23,BUF,130
2022-04-23,NYR,110
2022-04-23,BOS,-130
2022-04-23,NSH,145
2022-04-23,TBL,-170
2022-04-23,TOR,130
2022-04-23,FLA,-150
2022-04-23,MTL,135
2022-04-23,OTT,-160
2022-04-23,SEA,230
2022-04-23,DAL,-280
2022-04-23,CHI,120
2022-04-23,SJS,-140
2022-04-23,VAN,190
2022-04-23,CGY,-235
2022-04-23,STL,-360
2022-04-23,ARI,290
2022-04-23,ANA,210
2022-04-23,LAK,-260
2022-04-24,CAR,-160
2022-04-24,NYI,135
2022-04-24,EDM,-250
2022-04-24,CBJ,200
2022-04-24,DET,145
2022-04-24,NJD,-170
2022-04-24,PIT,-270
2022-04-24,PHI,220
2022-04-24,TBL,115
2022-04-24,FLA,-135
2022-04-24,COL,-210
2022-04-24,WPG,175
2022-04-24,TOR,100
2022-04-24,WSH,-120
2022-04-24,BOS,-280
2022-04-24,MTL,230
2022-04-24,MIN,-120
2022-04-24,NSH,100
2022-04-24,STL,-255
2022-04-24,ANA,205
2022-04-24,SJS,270
2022-04-24,VGK,-340
2022-04-25,PHI,115
2022-04-25,CHI,-135
2022-04-26,CAR,-110
2022-04-26,NYR,-110
2022-04-26,CBJ,295
2022-04-26,TBL,-370
2022-04-26,EDM,135
2022-04-26,PIT,-160
2022-04-26,NJD,110
2022-04-26,OTT,-130
2022-04-26,NYI,160
2022-04-26,WSH,-190
2022-04-26,FLA,-130
2022-04-26,BOS,110
2022-04-26,DET,360
2022-04-26,TOR,-480
2022-04-26,CGY,-135
2022-04-26,NSH,115
2022-04-26,ARI,415
2022-04-26,MIN,-565
2022-04-26,VGK,105
2022-04-26,DAL,-125
2022-04-26,STL,145
2022-04-26,COL,-170
2022-04-26,SEA,200
2022-04-26,VAN,-250
2022-04-26,ANA,115
2022-04-26,SJS,-135
2022-04-27,PHI,160
2022-04-27,WPG,-190
2022-04-27,MTL,300
2022-04-27,NYR,-380
2022-04-27,ARI,370
2022-04-27,DAL,-495
2022-04-27,VGK,-220
2022-04-27,CHI,180
2022-04-27,LAK,-180
2022-04-27,SEA,150
2022-04-28,NJD,270
2022-04-28,CAR,-340
2022-04-28,BUF,265
2022-04-28,BOS,-330
2022-04-28,FLA,-270
2022-04-28,OTT,220
2022-04-28,WSH,-135
2022-04-28,NYI,115
2022-04-28,TBL,-280
2022-04-28,CBJ,230
2022-04-28,CGY,-110
2022-04-28,MIN,-110
2022-04-28,NSH,190
2022-04-28,COL,-235
2022-04-28,SJS,275
2022-04-28,EDM,-345
2022-04-28,LAK,105
2022-04-28,VAN,-125
2022-04-29,CHI,110
2022-04-29,BUF,-130
2022-04-29,WSH,-110
2022-04-29,NYR,-110
2022-04-29,DET,135
2022-04-29,NJD,-160
2022-04-29,OTT,105
2022-04-29,PHI,-125
2022-04-29,BOS,100
2022-04-29,TOR,-120
2022-04-29,FLA,-330
2022-04-29,MTL,265
2022-04-29,CBJ,260
2022-04-29,PIT,-320
2022-04-29,TBL,-200
2022-04-29,NYI,170
2022-04-29,VGK,135
2022-04-29,STL,-160
2022-04-29,COL,-130
2022-04-29,MIN,110
2022-04-29,CGY,-180
2022-04-29,WPG,150
2022-04-29,ANA,190
2022-04-29,DAL,-235
2022-04-29,VAN,165
2022-04-29,EDM,-195
2022-04-29,SJS,100
2022-04-29,SEA,-120
2022-04-29,NSH,-280
2022-04-29,ARI,230
2022-05-01,SEA,155
2022-05-01,WPG,-185
