player_id,name,home,away,date_recorded,time_recorded,date_game,odds
,travis konecny,PHI,OTT,2024-01-21,09:04:56,2024-01-21,130
,brady tkachuk,PHI,OTT,2024-01-21,09:04:56,2024-01-21,135
,sean couturier,PHI,OTT,2024-01-21,09:04:56,2024-01-21,185
,tim stutzle,PHI,OTT,2024-01-21,09:04:56,2024-01-21,190
,drake batherson,PHI,OTT,2024-01-21,09:04:56,2024-01-21,195
,claude giroux,PHI,OTT,2024-01-21,09:04:56,2024-01-21,200
,joel farabee,PHI,OTT,2024-01-21,09:04:56,2024-01-21,215
,cam atkinson,PHI,OTT,2024-01-21,09:04:56,2024-01-21,220
,vladimir tarasenko,PHI,OTT,2024-01-21,09:04:56,2024-01-21,265
,morgan frost,PHI,OTT,2024-01-21,09:04:56,2024-01-21,295
,tyson foerster,PHI,OTT,2024-01-21,09:04:56,2024-01-21,295
,scott laughton,PHI,OTT,2024-01-21,09:04:56,2024-01-21,330
,ridly greig,PHI,OTT,2024-01-21,09:04:56,2024-01-21,350
,mathieu joseph,PHI,OTT,2024-01-21,09:04:56,2024-01-21,400
,dominik kubalik,PHI,OTT,2024-01-21,09:04:56,2024-01-21,425
,bobby brink,PHI,OTT,2024-01-21,09:04:56,2024-01-21,475
,jakob chychrun,PHI,OTT,2024-01-21,09:04:56,2024-01-21,500
,noah cates,PHI,OTT,2024-01-21,09:04:56,2024-01-21,550
,ryan poehling,PHI,OTT,2024-01-21,09:04:56,2024-01-21,600
,garnet hathaway,PHI,OTT,2024-01-21,09:04:56,2024-01-21,600
,parker kelly,PHI,OTT,2024-01-21,09:04:56,2024-01-21,600
,thomas chabot,PHI,OTT,2024-01-21,09:04:56,2024-01-21,600
,jake sanderson,PHI,OTT,2024-01-21,09:04:56,2024-01-21,650
,rourke chartier,PHI,OTT,2024-01-21,09:04:56,2024-01-21,700
,travis sanheim,PHI,OTT,2024-01-21,09:04:56,2024-01-21,750
,jamie drysdale,PHI,OTT,2024-01-21,09:04:56,2024-01-21,800
,mark kastelic,PHI,OTT,2024-01-21,09:04:56,2024-01-21,850
,nicolas deslauriers,PHI,OTT,2024-01-21,09:04:56,2024-01-21,900
,cameron york,PHI,OTT,2024-01-21,09:04:56,2024-01-21,950
,artyom zub,PHI,OTT,2024-01-21,09:04:56,2024-01-21,1100
,rasmus ristolainen,PHI,OTT,2024-01-21,09:04:56,2024-01-21,1100
,sean walker,PHI,OTT,2024-01-21,09:04:56,2024-01-21,1100
,nick seeler,PHI,OTT,2024-01-21,09:04:56,2024-01-21,1300
,erik brannstrom,PHI,OTT,2024-01-21,09:04:56,2024-01-21,1300
,sebastian aho (car),CAR,MIN,2024-01-21,09:04:56,2024-01-21,135
,kirill kaprizov,CAR,MIN,2024-01-21,09:04:56,2024-01-21,145
,andrei svechnikov,CAR,MIN,2024-01-21,09:04:56,2024-01-21,160
,seth jarvis,CAR,MIN,2024-01-21,09:04:56,2024-01-21,200
,joel eriksson ek,CAR,MIN,2024-01-21,09:04:56,2024-01-21,200
,matthew boldy,CAR,MIN,2024-01-21,09:04:56,2024-01-21,205
,martin necas,CAR,MIN,2024-01-21,09:04:56,2024-01-21,230
,mats zuccarello,CAR,MIN,2024-01-21,09:04:56,2024-01-21,250
,teuvo teravainen,CAR,MIN,2024-01-21,09:04:56,2024-01-21,255
,ryan hartman,CAR,MIN,2024-01-21,09:04:56,2024-01-21,260
,michael bunting,CAR,MIN,2024-01-21,09:04:56,2024-01-21,285
,marco rossi,CAR,MIN,2024-01-21,09:04:56,2024-01-21,300
,stefan noesen,CAR,MIN,2024-01-21,09:04:56,2024-01-21,300
,jesperi kotkaniemi,CAR,MIN,2024-01-21,09:04:56,2024-01-21,350
,jordan martinook,CAR,MIN,2024-01-21,09:04:56,2024-01-21,360
,brent burns,CAR,MIN,2024-01-21,09:04:56,2024-01-21,360
,jordan staal,CAR,MIN,2024-01-21,09:04:56,2024-01-21,400
,marcus johansson,CAR,MIN,2024-01-21,09:04:56,2024-01-21,425
,jack drury,CAR,MIN,2024-01-21,09:04:56,2024-01-21,425
,jesper fast,CAR,MIN,2024-01-21,09:04:56,2024-01-21,500
,brady skjei,CAR,MIN,2024-01-21,09:04:56,2024-01-21,550
,marcus foligno,CAR,MIN,2024-01-21,09:04:56,2024-01-21,550
,brock faber,CAR,MIN,2024-01-21,09:04:56,2024-01-21,600
,pat maroon,CAR,MIN,2024-01-21,09:04:56,2024-01-21,700
,brandon duhaime,CAR,MIN,2024-01-21,09:04:56,2024-01-21,750
,brett pesce,CAR,MIN,2024-01-21,09:04:56,2024-01-21,850
,jaccob slavin,CAR,MIN,2024-01-21,09:04:56,2024-01-21,850
,jalen chatfield,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1000
,jonas brodin,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1100
,dmitry orlov,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1100
,zach bogosian,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1200
,jacob middleton,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1300
,alex goligoski,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1400
,dakota mermis,CAR,MIN,2024-01-21,09:04:56,2024-01-21,1600
,nikita kucherov,DET,TBL,2024-01-21,09:04:56,2024-01-21,100
,brayden point,DET,TBL,2024-01-21,09:04:56,2024-01-21,130
,steven stamkos,DET,TBL,2024-01-21,09:04:56,2024-01-21,145
,dylan larkin,DET,TBL,2024-01-21,09:04:56,2024-01-21,165
,alex debrincat,DET,TBL,2024-01-21,09:04:56,2024-01-21,195
,brandon hagel,DET,TBL,2024-01-21,09:04:56,2024-01-21,210
,nicholas paul,DET,TBL,2024-01-21,09:04:56,2024-01-21,260
,anthony cirelli,DET,TBL,2024-01-21,09:04:56,2024-01-21,280
,david perron,DET,TBL,2024-01-21,09:04:56,2024-01-21,300
,jt compher,DET,TBL,2024-01-21,09:04:56,2024-01-21,310
,daniel sprong,DET,TBL,2024-01-21,09:04:56,2024-01-21,330
,robby fabbri,DET,TBL,2024-01-21,09:04:56,2024-01-21,340
,victor hedman,DET,TBL,2024-01-21,09:04:56,2024-01-21,380
,mikey eyssimont,DET,TBL,2024-01-21,09:04:56,2024-01-21,450
,joe veleno,DET,TBL,2024-01-21,09:04:56,2024-01-21,550
,michael rasmussen,DET,TBL,2024-01-21,09:04:56,2024-01-21,550
,tyler motte,DET,TBL,2024-01-21,09:04:56,2024-01-21,550
,shayne gostisbehere,DET,TBL,2024-01-21,09:04:56,2024-01-21,600
,andrew copp,DET,TBL,2024-01-21,09:04:56,2024-01-21,600
,conor sheary,DET,TBL,2024-01-21,09:04:56,2024-01-21,650
,moritz seider,DET,TBL,2024-01-21,09:04:56,2024-01-21,700
,christian fischer,DET,TBL,2024-01-21,09:04:56,2024-01-21,700
,darren raddysh,DET,TBL,2024-01-21,09:04:56,2024-01-21,750
,klim kostin,DET,TBL,2024-01-21,09:04:56,2024-01-21,750
,waltteri merela,DET,TBL,2024-01-21,09:04:56,2024-01-21,750
,luke glendening,DET,TBL,2024-01-21,09:04:56,2024-01-21,750
,jake walman,DET,TBL,2024-01-21,09:04:56,2024-01-21,850
,austin watson,DET,TBL,2024-01-21,09:04:56,2024-01-21,900
,calvin de haan,DET,TBL,2024-01-21,09:04:56,2024-01-21,1000
,nick perbix,DET,TBL,2024-01-21,09:04:56,2024-01-21,1100
,maxwell crozier,DET,TBL,2024-01-21,09:04:56,2024-01-21,1200
,jeff petry,DET,TBL,2024-01-21,09:04:56,2024-01-21,1200
,emil lilleberg,DET,TBL,2024-01-21,09:04:56,2024-01-21,1200
,ben chiarot,DET,TBL,2024-01-21,09:04:56,2024-01-21,1300
,olli maatta,DET,TBL,2024-01-21,09:04:56,2024-01-21,1500
,joe pavelski,NYI,DAL,2024-01-21,09:04:56,2024-01-21,170
,bo horvat,NYI,DAL,2024-01-21,09:04:56,2024-01-21,170
,brock nelson,NYI,DAL,2024-01-21,09:04:56,2024-01-21,170
,roope hintz,NYI,DAL,2024-01-21,09:04:56,2024-01-21,170
,jason robertson,NYI,DAL,2024-01-21,09:04:56,2024-01-21,180
,mathew barzal,NYI,DAL,2024-01-21,09:04:56,2024-01-21,205
,matt duchene,NYI,DAL,2024-01-21,09:04:56,2024-01-21,230
,tyler seguin,NYI,DAL,2024-01-21,09:04:56,2024-01-21,235
,wyatt johnston,NYI,DAL,2024-01-21,09:04:56,2024-01-21,245
,anders lee,NYI,DAL,2024-01-21,09:04:56,2024-01-21,260
,kyle palmieri,NYI,DAL,2024-01-21,09:04:56,2024-01-21,265
,jamie benn,NYI,DAL,2024-01-21,09:04:56,2024-01-21,285
,evgenii dadonov,NYI,DAL,2024-01-21,09:04:56,2024-01-21,450
,thomas harley,NYI,DAL,2024-01-21,09:04:56,2024-01-21,450
,noah dobson,NYI,DAL,2024-01-21,09:04:56,2024-01-21,475
,sam steel,NYI,DAL,2024-01-21,09:04:56,2024-01-21,500
,craig smith,NYI,DAL,2024-01-21,09:04:56,2024-01-21,500
,jean gabriel pageau,NYI,DAL,2024-01-21,09:04:56,2024-01-21,500
,radek faksa,NYI,DAL,2024-01-21,09:04:56,2024-01-21,600
,ty dellandrea,NYI,DAL,2024-01-21,09:04:56,2024-01-21,600
,simon holmstrom,NYI,DAL,2024-01-21,09:04:56,2024-01-21,600
,julien gauthier,NYI,DAL,2024-01-21,09:04:56,2024-01-21,650
,hudson fasching,NYI,DAL,2024-01-21,09:04:56,2024-01-21,650
,kyle maclean,NYI,DAL,2024-01-21,09:04:56,2024-01-21,650
,cal clutterbuck,NYI,DAL,2024-01-21,09:04:56,2024-01-21,750
,matt martin,NYI,DAL,2024-01-21,09:04:56,2024-01-21,800
,nils lundkvist,NYI,DAL,2024-01-21,09:04:56,2024-01-21,850
,alexander romanov,NYI,DAL,2024-01-21,09:04:56,2024-01-21,950
,esa lindell,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1000
,sebastian aho (nyi),NYI,DAL,2024-01-21,09:04:56,2024-01-21,1100
,ryan suter,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1100
,adam pelech,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1200
,jani hakanpaa,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1200
,scott mayfield,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1400
,joel hanley,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1500
,samuel bolduc,NYI,DAL,2024-01-21,09:04:56,2024-01-21,1500
,artemi panarin,ANA,NYR,2024-01-21,09:04:56,2024-01-21,100
,vincent trocheck,ANA,NYR,2024-01-21,09:04:56,2024-01-21,130
,chris kreider,ANA,NYR,2024-01-21,09:04:56,2024-01-21,130
,mika zibanejad,ANA,NYR,2024-01-21,09:04:56,2024-01-21,150
,frank vatrano,ANA,NYR,2024-01-21,09:04:56,2024-01-21,180
,alexis lafreniere,ANA,NYR,2024-01-21,09:04:56,2024-01-21,200
,troy terry,ANA,NYR,2024-01-21,09:04:56,2024-01-21,220
,mason mctavish,ANA,NYR,2024-01-21,09:04:56,2024-01-21,255
,leo carlsson,ANA,NYR,2024-01-21,09:04:56,2024-01-21,275
,adam henrique,ANA,NYR,2024-01-21,09:04:56,2024-01-21,300
,kaapo kakko,ANA,NYR,2024-01-21,09:04:56,2024-01-21,310
,blake wheeler,ANA,NYR,2024-01-21,09:04:56,2024-01-21,370
,ryan strome,ANA,NYR,2024-01-21,09:04:56,2024-01-21,390
,jimmy vesey,ANA,NYR,2024-01-21,09:04:56,2024-01-21,400
,adam fox,ANA,NYR,2024-01-21,09:04:56,2024-01-21,425
,jakob silfverberg,ANA,NYR,2024-01-21,09:04:56,2024-01-21,475
,jonny brodzinski,ANA,NYR,2024-01-21,09:04:56,2024-01-21,475
,barclay goodrow,ANA,NYR,2024-01-21,09:04:56,2024-01-21,600
,sam carrick,ANA,NYR,2024-01-21,09:04:56,2024-01-21,600
,nick bonino,ANA,NYR,2024-01-21,09:04:56,2024-01-21,650
,benoit olivier groulx,ANA,NYR,2024-01-21,09:04:56,2024-01-21,650
,cam fowler,ANA,NYR,2024-01-21,09:04:56,2024-01-21,700
,isac lundestrom,ANA,NYR,2024-01-21,09:04:56,2024-01-21,750
,brock mcginn,ANA,NYR,2024-01-21,09:04:56,2024-01-21,750
,jacob trouba,ANA,NYR,2024-01-21,09:04:56,2024-01-21,800
,kandre miller,ANA,NYR,2024-01-21,09:04:56,2024-01-21,800
,ross johnston,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1000
,jackson lacombe,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1100
,radko gudas,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1100
,ryan lindgren,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1100
,braden schneider,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1300
,urho vaakanainen,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1300
,zac jones,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1400
,ilya lyubushkin,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1500
,gustav lindstrom,ANA,NYR,2024-01-21,09:04:56,2024-01-21,1600
,auston matthews,SEA,TOR,2024-01-21,09:04:56,2024-01-21,-110
,william nylander,SEA,TOR,2024-01-21,09:04:56,2024-01-21,120
,mitchell marner,SEA,TOR,2024-01-21,09:04:56,2024-01-21,160
,john tavares,SEA,TOR,2024-01-21,09:04:56,2024-01-21,180
,oliver bjorkstrand,SEA,TOR,2024-01-21,09:04:56,2024-01-21,225
,jared mccann,SEA,TOR,2024-01-21,09:04:56,2024-01-21,245
,jaden schwartz,SEA,TOR,2024-01-21,09:04:56,2024-01-21,270
,jordan eberle,SEA,TOR,2024-01-21,09:04:56,2024-01-21,280
,eeli tolvanen,SEA,TOR,2024-01-21,09:04:56,2024-01-21,280
,calle jarnkrok,SEA,TOR,2024-01-21,09:04:56,2024-01-21,320
,alex wennberg,SEA,TOR,2024-01-21,09:04:56,2024-01-21,360
,tyler bertuzzi,SEA,TOR,2024-01-21,09:04:56,2024-01-21,370
,tomas tatar,SEA,TOR,2024-01-21,09:04:56,2024-01-21,390
,pontus holmberg,SEA,TOR,2024-01-21,09:04:56,2024-01-21,400
,matthew knies,SEA,TOR,2024-01-21,09:04:56,2024-01-21,400
,andre burakovsky,SEA,TOR,2024-01-21,09:04:56,2024-01-21,425
,morgan rielly,SEA,TOR,2024-01-21,09:04:56,2024-01-21,450
,max domi,SEA,TOR,2024-01-21,09:04:56,2024-01-21,475
,brandon tanev,SEA,TOR,2024-01-21,09:04:56,2024-01-21,475
,tye kartye,SEA,TOR,2024-01-21,09:04:56,2024-01-21,500
,kailer yamamoto,SEA,TOR,2024-01-21,09:04:56,2024-01-21,500
,noah gregor,SEA,TOR,2024-01-21,09:04:56,2024-01-21,650
,john hayden,SEA,TOR,2024-01-21,09:04:56,2024-01-21,750
,david kampf,SEA,TOR,2024-01-21,09:04:56,2024-01-21,750
,ryker evans,SEA,TOR,2024-01-21,09:04:56,2024-01-21,750
,bobby mcmann,SEA,TOR,2024-01-21,09:04:56,2024-01-21,750
,timothy liljegren,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1000
,jamie oleksiak,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1100
,jake mccabe,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1100
,adam larsson,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1100
,will borgen,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1200
,mark giordano,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1300
,brian dumoulin,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1300
,tj brodie,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1300
,simon benoit,SEA,TOR,2024-01-21,09:04:56,2024-01-21,1400
,david pastrnak,BOS,WPG,2024-01-22,11:09:39,2024-01-22,-125
,kyle connor,BOS,WPG,2024-01-22,11:09:39,2024-01-22,145
,brad marchand,BOS,WPG,2024-01-22,11:09:39,2024-01-22,175
,nikolaj ehlers,BOS,WPG,2024-01-22,11:09:39,2024-01-22,175
,gabriel vilardi,BOS,WPG,2024-01-22,11:09:39,2024-01-22,190
,charlie coyle,BOS,WPG,2024-01-22,11:09:39,2024-01-22,255
,cole perfetti,BOS,WPG,2024-01-22,11:09:39,2024-01-22,275
,jake debrusk,BOS,WPG,2024-01-22,11:09:39,2024-01-22,290
,pavel zacha,BOS,WPG,2024-01-22,11:09:39,2024-01-22,310
,nino niederreiter,BOS,WPG,2024-01-22,11:09:39,2024-01-22,320
,adam lowry,BOS,WPG,2024-01-22,11:09:39,2024-01-22,330
,trent frederic,BOS,WPG,2024-01-22,11:09:39,2024-01-22,340
,morgan geekie,BOS,WPG,2024-01-22,11:09:39,2024-01-22,370
,vladislav namestnikov,BOS,WPG,2024-01-22,11:09:39,2024-01-22,380
,alex iafallo,BOS,WPG,2024-01-22,11:09:39,2024-01-22,380
,james van riemsdyk,BOS,WPG,2024-01-22,11:09:39,2024-01-22,380
,josh morrissey,BOS,WPG,2024-01-22,11:09:39,2024-01-22,450
,mason appleton,BOS,WPG,2024-01-22,11:09:39,2024-01-22,450
,charlie mcavoy,BOS,WPG,2024-01-22,11:09:39,2024-01-22,500
,danton heinen,BOS,WPG,2024-01-22,11:09:39,2024-01-22,500
,matthew poitras,BOS,WPG,2024-01-22,11:09:39,2024-01-22,550
,jesper boqvist,BOS,WPG,2024-01-22,11:09:39,2024-01-22,700
,morgan barron,BOS,WPG,2024-01-22,11:09:39,2024-01-22,700
,neal pionk,BOS,WPG,2024-01-22,11:09:39,2024-01-22,750
,dominic toninato,BOS,WPG,2024-01-22,11:09:39,2024-01-22,850
,jakub lauko,BOS,WPG,2024-01-22,11:09:39,2024-01-22,850
,hampus lindholm,BOS,WPG,2024-01-22,11:09:39,2024-01-22,900
,rasmus kupari,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1000
,nate schmidt,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1100
,dylan demelo,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1200
,kevin shattenkirk,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1200
,brenden dillon,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1200
,matt grzelcyk,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1300
,brandon carlo,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1400
,derek forbort,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1600
,dylan samberg,BOS,WPG,2024-01-22,11:09:39,2024-01-22,1700
,jonathan marchessault,NJD,VGK,2024-01-22,11:09:39,2024-01-22,140
,jesper bratt,NJD,VGK,2024-01-22,11:09:39,2024-01-22,170
,mark stone,NJD,VGK,2024-01-22,11:09:39,2024-01-22,170
,tyler toffoli,NJD,VGK,2024-01-22,11:09:39,2024-01-22,190
,nico hischier,NJD,VGK,2024-01-22,11:09:39,2024-01-22,205
,timo meier,NJD,VGK,2024-01-22,11:09:39,2024-01-22,215
,ivan barbashev,NJD,VGK,2024-01-22,11:09:39,2024-01-22,250
,dawson mercer,NJD,VGK,2024-01-22,11:09:39,2024-01-22,255
,chandler stephenson,NJD,VGK,2024-01-22,11:09:39,2024-01-22,275
,pavel dorofeyev,NJD,VGK,2024-01-22,11:09:39,2024-01-22,275
,nicolas roy,NJD,VGK,2024-01-22,11:09:39,2024-01-22,320
,erik haula,NJD,VGK,2024-01-22,11:09:39,2024-01-22,340
,alexander holtz,NJD,VGK,2024-01-22,11:09:39,2024-01-22,360
,paul cotter,NJD,VGK,2024-01-22,11:09:39,2024-01-22,400
,brendan brisson,NJD,VGK,2024-01-22,11:09:39,2024-01-22,400
,michael mcleod,NJD,VGK,2024-01-22,11:09:39,2024-01-22,425
,luke hughes,NJD,VGK,2024-01-22,11:09:39,2024-01-22,500
,alex pietrangelo,NJD,VGK,2024-01-22,11:09:39,2024-01-22,500
,nathan bastian,NJD,VGK,2024-01-22,11:09:39,2024-01-22,550
,brett howden,NJD,VGK,2024-01-22,11:09:39,2024-01-22,550
,jonas rondbjerg,NJD,VGK,2024-01-22,11:09:39,2024-01-22,700
,alec martinez,NJD,VGK,2024-01-22,11:09:39,2024-01-22,700
,byron froese,NJD,VGK,2024-01-22,11:09:39,2024-01-22,700
,keegan kolesar,NJD,VGK,2024-01-22,11:09:39,2024-01-22,700
,curtis lazar,NJD,VGK,2024-01-22,11:09:39,2024-01-22,750
,simon nemec,NJD,VGK,2024-01-22,11:09:39,2024-01-22,900
,chris tierney,NJD,VGK,2024-01-22,11:09:39,2024-01-22,950
,nicolas hague,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1100
,john marino,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1200
,brayden mcnabb,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1200
,colin miller,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1200
,zach whitecloud,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1200
,kaedan korczak,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1200
,kevin bahl,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1500
,cal foote,NJD,VGK,2024-01-22,11:09:39,2024-01-22,1600
,carter verhaeghe,NSH,FLA,2024-01-22,11:09:39,2024-01-22,110
,sam reinhart,NSH,FLA,2024-01-22,11:09:39,2024-01-22,120
,matthew tkachuk,NSH,FLA,2024-01-22,11:09:39,2024-01-22,135
,filip forsberg,NSH,FLA,2024-01-22,11:09:39,2024-01-22,140
,sam bennett,NSH,FLA,2024-01-22,11:09:39,2024-01-22,190
,ryan oreilly,NSH,FLA,2024-01-22,11:09:39,2024-01-22,225
,gustav nyquist,NSH,FLA,2024-01-22,11:09:39,2024-01-22,255
,evan rodrigues,NSH,FLA,2024-01-22,11:09:39,2024-01-22,320
,eetu luostarinen,NSH,FLA,2024-01-22,11:09:39,2024-01-22,330
,colton sissons,NSH,FLA,2024-01-22,11:09:39,2024-01-22,340
,roman josi,NSH,FLA,2024-01-22,11:09:39,2024-01-22,350
,anton lundell,NSH,FLA,2024-01-22,11:09:39,2024-01-22,360
,thomas novak,NSH,FLA,2024-01-22,11:09:39,2024-01-22,380
,luke evangelista,NSH,FLA,2024-01-22,11:09:39,2024-01-22,390
,brandon montour,NSH,FLA,2024-01-22,11:09:39,2024-01-22,425
,denis gurianov,NSH,FLA,2024-01-22,11:09:39,2024-01-22,500
,cody glass,NSH,FLA,2024-01-22,11:09:39,2024-01-22,500
,juuso parssinen,NSH,FLA,2024-01-22,11:09:39,2024-01-22,550
,kevin stenlund,NSH,FLA,2024-01-22,11:09:39,2024-01-22,550
,kiefer sherwood,NSH,FLA,2024-01-22,11:09:39,2024-01-22,600
,yakov trenin,NSH,FLA,2024-01-22,11:09:39,2024-01-22,600
,oliver ekman larsson,NSH,FLA,2024-01-22,11:09:39,2024-01-22,650
,aaron ekblad,NSH,FLA,2024-01-22,11:09:39,2024-01-22,650
,gustav forsling,NSH,FLA,2024-01-22,11:09:39,2024-01-22,700
,ryan lomberg,NSH,FLA,2024-01-22,11:09:39,2024-01-22,700
,cole smith,NSH,FLA,2024-01-22,11:09:39,2024-01-22,750
,steven lorentz,NSH,FLA,2024-01-22,11:09:39,2024-01-22,800
,ryan mcdonagh,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1100
,tyson barrie,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1100
,niko mikkola,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1200
,jeremy lauzon,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1300
,alexandre carrier,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1400
,dmitry kulikov,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1500
,luke schenn,NSH,FLA,2024-01-22,11:09:39,2024-01-22,1700
,jake guentzel,ARI,PIT,2024-01-22,11:09:39,2024-01-22,105
,sidney crosby,ARI,PIT,2024-01-22,11:09:39,2024-01-22,105
,clayton keller,ARI,PIT,2024-01-22,11:09:39,2024-01-22,155
,rickard rakell,ARI,PIT,2024-01-22,11:09:39,2024-01-22,185
,evgeni malkin,ARI,PIT,2024-01-22,11:09:39,2024-01-22,190
,bryan rust,ARI,PIT,2024-01-22,11:09:39,2024-01-22,195
,lawson crouse,ARI,PIT,2024-01-22,11:09:39,2024-01-22,235
,nick bjugstad,ARI,PIT,2024-01-22,11:09:39,2024-01-22,295
,jason zucker,ARI,PIT,2024-01-22,11:09:39,2024-01-22,300
,dylan guenther,ARI,PIT,2024-01-22,11:09:39,2024-01-22,330
,alexander kerfoot,ARI,PIT,2024-01-22,11:09:39,2024-01-22,350
,matias maccelli,ARI,PIT,2024-01-22,11:09:39,2024-01-22,380
,logan cooley,ARI,PIT,2024-01-22,11:09:39,2024-01-22,390
,erik karlsson,ARI,PIT,2024-01-22,11:09:39,2024-01-22,425
,drew oconnor,ARI,PIT,2024-01-22,11:09:39,2024-01-22,425
,lars eller,ARI,PIT,2024-01-22,11:09:39,2024-01-22,450
,jeff carter,ARI,PIT,2024-01-22,11:09:39,2024-01-22,500
,kris letang,ARI,PIT,2024-01-22,11:09:39,2024-01-22,550
,jack mcbain,ARI,PIT,2024-01-22,11:09:39,2024-01-22,550
,valtteri puustinen,ARI,PIT,2024-01-22,11:09:39,2024-01-22,600
,michael carcone,ARI,PIT,2024-01-22,11:09:39,2024-01-22,600
,sean durzi,ARI,PIT,2024-01-22,11:09:39,2024-01-22,650
,noel acciari,ARI,PIT,2024-01-22,11:09:39,2024-01-22,650
,jansen harkins,ARI,PIT,2024-01-22,11:09:39,2024-01-22,850
,liam obrien,ARI,PIT,2024-01-22,11:09:39,2024-01-22,850
,janis moser,ARI,PIT,2024-01-22,11:09:39,2024-01-22,900
,colin white,ARI,PIT,2024-01-22,11:09:39,2024-01-22,900
,marcus pettersson,ARI,PIT,2024-01-22,11:09:39,2024-01-22,950
,ryan graves,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1200
,matt dumba,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1200
,travis dermott,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1400
,troy stecher,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1400
,pierre olivier joseph,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1500
,michael kesselring,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1500
,chad ruhwedel,ARI,PIT,2024-01-22,11:09:39,2024-01-22,1800
,elias pettersson,VAN,CHI,2024-01-22,11:09:39,2024-01-22,115
,brock boeser,VAN,CHI,2024-01-22,11:09:39,2024-01-22,135
,jt miller,VAN,CHI,2024-01-22,11:09:39,2024-01-22,145
,conor garland,VAN,CHI,2024-01-22,11:09:39,2024-01-22,225
,andrei kuzmenko,VAN,CHI,2024-01-22,11:09:39,2024-01-22,285
,ilya mikheyev,VAN,CHI,2024-01-22,11:09:39,2024-01-22,300
,philipp kurashev,VAN,CHI,2024-01-22,11:09:39,2024-01-22,300
,quinn hughes,VAN,CHI,2024-01-22,11:09:39,2024-01-22,320
,pius suter,VAN,CHI,2024-01-22,11:09:39,2024-01-22,320
,dakota joshua,VAN,CHI,2024-01-22,11:09:39,2024-01-22,330
,jason dickinson,VAN,CHI,2024-01-22,11:09:39,2024-01-22,330
,taylor raddysh,VAN,CHI,2024-01-22,11:09:39,2024-01-22,330
,nils hoglander,VAN,CHI,2024-01-22,11:09:39,2024-01-22,350
,colin blackwell,VAN,CHI,2024-01-22,11:09:39,2024-01-22,390
,cole guttman,VAN,CHI,2024-01-22,11:09:39,2024-01-22,390
,sam lafferty,VAN,CHI,2024-01-22,11:09:39,2024-01-22,390
,rem pitlick,VAN,CHI,2024-01-22,11:09:39,2024-01-22,425
